loading route at recordings/recording_128.csv.path
optimizing speeds along the route
0 x: 0.00 y: 0.00 velocity: 2.444362 reverse: False
1 x: 0.03 y: 0.00 velocity: 2.387687 reverse: False
2 x: 0.06 y: 0.00 velocity: 2.329660 reverse: False
3 x: 0.09 y: 0.00 velocity: 2.270150 reverse: False
4 x: 0.12 y: 0.00 velocity: 2.209015 reverse: False
5 x: 0.15 y: 0.00 velocity: 2.146116 reverse: False
6 x: 0.18 y: 0.00 velocity: 2.081304 reverse: False
7 x: 0.21 y: 0.01 velocity: 2.014381 reverse: False
8 x: 0.25 y: 0.01 velocity: 1.937342 reverse: False
9 x: 0.28 y: 0.01 velocity: 1.857126 reverse: False
10 x: 0.31 y: 0.01 velocity: 1.773235 reverse: False
11 x: 0.34 y: 0.01 velocity: 1.694393 reverse: False
12 x: 0.37 y: 0.01 velocity: 2.015910 reverse: False
13 x: 0.41 y: 0.02 velocity: 2.131624 reverse: False
14 x: 0.44 y: 0.02 velocity: 2.060302 reverse: False
15 x: 0.47 y: 0.03 velocity: 1.986356 reverse: False
16 x: 0.51 y: 0.03 velocity: 1.909589 reverse: False
17 x: 0.54 y: 0.03 velocity: 1.829465 reverse: False
18 x: 0.57 y: 0.04 velocity: 1.754119 reverse: False
19 x: 0.60 y: 0.04 velocity: 1.666472 reverse: False
20 x: 0.64 y: 0.05 velocity: 1.572421 reverse: False
21 x: 0.67 y: 0.05 velocity: 1.482600 reverse: False
22 x: 0.70 y: 0.05 velocity: 1.789910 reverse: False
23 x: 0.73 y: 0.06 velocity: 1.702983 reverse: False
24 x: 0.76 y: 0.06 velocity: 1.612511 reverse: False
25 x: 0.80 y: 0.06 velocity: 1.976062 reverse: False
26 x: 0.83 y: 0.06 velocity: 2.360904 reverse: False
27 x: 0.87 y: 0.06 velocity: 2.723807 reverse: False
28 x: 0.90 y: 0.06 velocity: 2.667714 reverse: False
29 x: 0.94 y: 0.07 velocity: 2.610149 reverse: False
30 x: 0.97 y: 0.07 velocity: 2.557200 reverse: False
31 x: 1.00 y: 0.07 velocity: 2.497026 reverse: False
32 x: 1.03 y: 0.07 velocity: 2.441617 reverse: False
33 x: 1.06 y: 0.07 velocity: 2.384990 reverse: False
34 x: 1.09 y: 0.08 velocity: 2.320406 reverse: False
35 x: 1.12 y: 0.08 velocity: 2.260645 reverse: False
36 x: 1.15 y: 0.08 velocity: 2.199218 reverse: False
37 x: 1.19 y: 0.08 velocity: 2.136029 reverse: False
38 x: 1.22 y: 0.08 velocity: 2.070905 reverse: False
39 x: 1.25 y: 0.08 velocity: 2.003668 reverse: False
40 x: 1.28 y: 0.09 velocity: 1.934093 reverse: False
41 x: 1.31 y: 0.09 velocity: 1.853753 reverse: False
42 x: 1.34 y: 0.09 velocity: 1.778312 reverse: False
43 x: 1.37 y: 0.09 velocity: 1.690500 reverse: False
44 x: 1.40 y: 0.09 velocity: 1.607350 reverse: False
45 x: 1.44 y: 0.09 velocity: 1.509469 reverse: False
46 x: 1.47 y: 0.10 velocity: 1.406075 reverse: False
47 x: 1.50 y: 0.10 velocity: 2.174883 reverse: False
48 x: 1.53 y: 0.11 velocity: 2.104883 reverse: False
49 x: 1.57 y: 0.11 velocity: 2.025290 reverse: False
50 x: 1.61 y: 0.12 velocity: 1.942940 reverse: False
51 x: 1.64 y: 0.12 velocity: 1.864926 reverse: False
52 x: 1.67 y: 0.13 velocity: 1.775239 reverse: False
53 x: 1.71 y: 0.14 velocity: 1.681809 reverse: False
54 x: 1.74 y: 0.15 velocity: 1.582940 reverse: False
55 x: 1.78 y: 0.16 velocity: 1.477457 reverse: False
56 x: 1.81 y: 0.17 velocity: 1.365448 reverse: False
57 x: 1.84 y: 0.18 velocity: 1.777383 reverse: False
58 x: 1.87 y: 0.20 velocity: 1.694212 reverse: False
59 x: 1.90 y: 0.21 velocity: 2.077184 reverse: False
60 x: 1.94 y: 0.23 velocity: 1.998519 reverse: False
61 x: 1.96 y: 0.25 velocity: 1.925324 reverse: False
62 x: 2.00 y: 0.27 velocity: 1.833275 reverse: False
63 x: 2.03 y: 0.29 velocity: 2.009819 reverse: False
64 x: 2.05 y: 0.31 velocity: 1.936819 reverse: False
65 x: 2.08 y: 0.32 velocity: 1.860657 reverse: False
66 x: 2.11 y: 0.35 velocity: 1.764109 reverse: False
67 x: 2.13 y: 0.37 velocity: 1.678920 reverse: False
68 x: 2.16 y: 0.39 velocity: 1.899125 reverse: False
69 x: 2.18 y: 0.41 velocity: 1.818077 reverse: False
70 x: 2.21 y: 0.43 velocity: 2.020960 reverse: False
71 x: 2.24 y: 0.45 velocity: 3.122769 reverse: False
72 x: 2.26 y: 0.47 velocity: 3.073992 reverse: False
73 x: 2.29 y: 0.49 velocity: 3.019219 reverse: False
74 x: 2.32 y: 0.51 velocity: 2.968153 reverse: False
75 x: 2.35 y: 0.53 velocity: 2.910966 reverse: False
76 x: 2.38 y: 0.55 velocity: 2.857873 reverse: False
77 x: 2.41 y: 0.58 velocity: 2.798379 reverse: False
78 x: 2.44 y: 0.60 velocity: 2.743256 reverse: False
79 x: 2.46 y: 0.61 velocity: 2.692728 reverse: False
80 x: 2.49 y: 0.63 velocity: 2.635422 reverse: False
81 x: 2.52 y: 0.65 velocity: 2.570980 reverse: False
82 x: 2.55 y: 0.67 velocity: 2.511007 reverse: False
83 x: 2.58 y: 0.70 velocity: 2.443362 reverse: False
84 x: 2.61 y: 0.72 velocity: 2.373830 reverse: False
85 x: 2.64 y: 0.74 velocity: 2.302192 reverse: False
86 x: 2.67 y: 0.76 velocity: 2.235046 reverse: False
87 x: 2.70 y: 0.78 velocity: 2.158819 reverse: False
88 x: 2.73 y: 0.80 velocity: 2.080028 reverse: False
89 x: 2.76 y: 0.82 velocity: 1.998368 reverse: False
90 x: 2.79 y: 0.84 velocity: 1.921131 reverse: False
91 x: 2.81 y: 0.86 velocity: 1.848861 reverse: False
92 x: 2.84 y: 0.88 velocity: 1.765338 reverse: False
93 x: 2.87 y: 0.90 velocity: 1.670758 reverse: False
94 x: 2.90 y: 0.92 velocity: 1.562629 reverse: False
95 x: 2.93 y: 0.94 velocity: 2.230147 reverse: False
96 x: 2.96 y: 0.95 velocity: 2.158096 reverse: False
97 x: 3.00 y: 0.97 velocity: 2.077742 reverse: False
98 x: 3.03 y: 0.99 velocity: 2.050038 reverse: False
99 x: 3.06 y: 1.00 velocity: 2.015952 reverse: False
100 x: 3.10 y: 1.01 velocity: 1.931882 reverse: False
101 x: 3.13 y: 1.02 velocity: 1.844393 reverse: False
102 x: 3.17 y: 1.04 velocity: 1.836210 reverse: False
103 x: 3.20 y: 1.05 velocity: 1.743129 reverse: False
104 x: 3.24 y: 1.05 velocity: 1.644861 reverse: False
105 x: 3.28 y: 1.06 velocity: 1.540554 reverse: False
106 x: 3.31 y: 1.07 velocity: 1.429247 reverse: False
107 x: 3.35 y: 1.08 velocity: 1.930209 reverse: False
108 x: 3.38 y: 1.08 velocity: 1.841592 reverse: False
109 x: 3.42 y: 1.09 velocity: 1.748863 reverse: False
110 x: 3.45 y: 1.09 velocity: 1.668052 reverse: False
111 x: 3.49 y: 1.10 velocity: 1.665195 reverse: False
112 x: 3.52 y: 1.10 velocity: 1.562379 reverse: False
113 x: 3.56 y: 1.10 velocity: 2.167119 reverse: False
114 x: 3.59 y: 1.10 velocity: 2.102031 reverse: False
115 x: 3.63 y: 1.10 velocity: 2.064227 reverse: False
116 x: 3.66 y: 1.10 velocity: 1.982258 reverse: False
117 x: 3.70 y: 1.10 velocity: 1.896848 reverse: False
118 x: 3.74 y: 1.10 velocity: 1.807824 reverse: False
119 x: 3.78 y: 1.09 velocity: 1.708728 reverse: False
120 x: 3.81 y: 1.09 velocity: 1.604905 reverse: False
121 x: 3.85 y: 1.08 velocity: 1.780071 reverse: False
122 x: 3.89 y: 1.07 velocity: 1.680388 reverse: False
123 x: 3.92 y: 1.06 velocity: 1.575375 reverse: False
124 x: 3.96 y: 1.05 velocity: 1.464367 reverse: False
125 x: 3.99 y: 1.04 velocity: 1.349784 reverse: False
126 x: 4.03 y: 1.03 velocity: 1.737051 reverse: False
127 x: 4.06 y: 1.01 velocity: 1.731918 reverse: False
128 x: 4.09 y: 0.99 velocity: 1.762236 reverse: False
129 x: 4.12 y: 0.97 velocity: 1.662483 reverse: False
130 x: 4.16 y: 0.95 velocity: 1.556406 reverse: False
131 x: 4.18 y: 0.93 velocity: 1.815702 reverse: False
132 x: 4.21 y: 0.91 velocity: 1.719080 reverse: False
133 x: 4.24 y: 0.89 velocity: 1.616237 reverse: False
134 x: 4.27 y: 0.86 velocity: 1.872749 reverse: False
135 x: 4.30 y: 0.83 velocity: 1.778154 reverse: False
136 x: 4.32 y: 0.81 velocity: 1.678501 reverse: False
137 x: 4.35 y: 0.78 velocity: 1.572493 reverse: False
138 x: 4.37 y: 0.75 velocity: 1.870387 reverse: False
139 x: 4.39 y: 0.73 velocity: 1.796021 reverse: False
140 x: 4.42 y: 0.70 velocity: 1.695528 reverse: False
141 x: 4.44 y: 0.67 velocity: 1.768809 reverse: False
142 x: 4.46 y: 0.63 velocity: 1.665457 reverse: False
143 x: 4.48 y: 0.60 velocity: 1.563225 reverse: False
144 x: 4.49 y: 0.57 velocity: 1.472886 reverse: False
145 x: 4.51 y: 0.54 velocity: 1.926858 reverse: False
146 x: 4.52 y: 0.51 velocity: 1.833183 reverse: False
147 x: 4.54 y: 0.47 velocity: 1.734586 reverse: False
148 x: 4.55 y: 0.44 velocity: 2.000177 reverse: False
149 x: 4.56 y: 0.40 velocity: 1.911285 reverse: False
150 x: 4.57 y: 0.36 velocity: 1.950573 reverse: False
151 x: 4.58 y: 0.33 velocity: 1.855055 reverse: False
152 x: 4.59 y: 0.30 velocity: 2.051282 reverse: False
153 x: 4.60 y: 0.26 velocity: 1.961545 reverse: False
154 x: 4.61 y: 0.23 velocity: 1.889702 reverse: False
155 x: 4.62 y: 0.19 velocity: 1.791534 reverse: False
156 x: 4.63 y: 0.15 velocity: 2.183691 reverse: False
157 x: 4.63 y: 0.12 velocity: 2.118327 reverse: False
158 x: 4.64 y: 0.08 velocity: 2.030626 reverse: False
159 x: 4.65 y: 0.04 velocity: 1.946295 reverse: False
160 x: 4.65 y: 0.01 velocity: 1.873470 reverse: False
161 x: 4.66 y: -0.02 velocity: 2.107711 reverse: False
162 x: 4.66 y: -0.05 velocity: 2.040507 reverse: False
163 x: 4.67 y: -0.09 velocity: 1.949576 reverse: False
164 x: 4.67 y: -0.13 velocity: 1.861729 reverse: False
165 x: 4.67 y: -0.16 velocity: 1.785316 reverse: False
166 x: 4.67 y: -0.20 velocity: 2.382954 reverse: False
167 x: 4.67 y: -0.23 velocity: 2.323683 reverse: False
168 x: 4.67 y: -0.27 velocity: 2.250190 reverse: False
169 x: 4.67 y: -0.30 velocity: 2.187043 reverse: False
170 x: 4.67 y: -0.34 velocity: 2.108440 reverse: False
171 x: 4.67 y: -0.37 velocity: 2.040795 reverse: False
172 x: 4.67 y: -0.40 velocity: 2.076609 reverse: False
173 x: 4.66 y: -0.44 velocity: 2.007673 reverse: False
174 x: 4.66 y: -0.47 velocity: 1.920426 reverse: False
175 x: 4.66 y: -0.51 velocity: 1.843870 reverse: False
176 x: 4.65 y: -0.54 velocity: 1.745517 reverse: False
177 x: 4.65 y: -0.57 velocity: 1.666046 reverse: False
178 x: 4.65 y: -0.60 velocity: 1.581566 reverse: False
179 x: 4.65 y: -0.64 velocity: 1.924234 reverse: False
180 x: 4.65 y: -0.68 velocity: 2.380300 reverse: False
181 x: 4.65 y: -0.71 velocity: 3.122306 reverse: False
182 x: 4.65 y: -0.74 velocity: 3.078152 reverse: False
183 x: 4.65 y: -0.78 velocity: 3.023291 reverse: False
184 x: 4.65 y: -0.81 velocity: 2.967206 reverse: False
185 x: 4.65 y: -0.85 velocity: 2.920282 reverse: False
186 x: 4.66 y: -0.88 velocity: 2.862050 reverse: False
187 x: 4.66 y: -0.91 velocity: 2.813739 reverse: False
188 x: 4.66 y: -0.95 velocity: 2.753539 reverse: False
189 x: 4.66 y: -0.99 velocity: 2.691991 reverse: False
190 x: 4.66 y: -1.02 velocity: 2.640570 reverse: False
191 x: 4.66 y: -1.06 velocity: 2.576320 reverse: False
192 x: 4.66 y: -1.09 velocity: 2.510461 reverse: False
193 x: 4.66 y: -1.13 velocity: 2.443487 reverse: False
194 x: 4.66 y: -1.17 velocity: 2.375006 reverse: False
195 x: 4.66 y: -1.21 velocity: 2.297988 reverse: False
196 x: 4.66 y: -1.24 velocity: 2.225083 reverse: False
197 x: 4.66 y: -1.28 velocity: 2.150006 reverse: False
198 x: 4.66 y: -1.32 velocity: 2.066573 reverse: False
199 x: 4.66 y: -1.35 velocity: 2.062902 reverse: False
200 x: 4.66 y: -1.39 velocity: 2.369148 reverse: False
201 x: 4.65 y: -1.43 velocity: 2.293931 reverse: False
202 x: 4.65 y: -1.47 velocity: 2.222837 reverse: False
203 x: 4.65 y: -1.50 velocity: 2.143347 reverse: False
204 x: 4.64 y: -1.54 velocity: 2.068432 reverse: False
205 x: 4.64 y: -1.58 velocity: 2.490356 reverse: False
206 x: 4.63 y: -1.62 velocity: 2.419923 reverse: False
207 x: 4.62 y: -1.65 velocity: 2.347136 reverse: False
208 x: 4.62 y: -1.69 velocity: 2.271760 reverse: False
209 x: 4.61 y: -1.73 velocity: 2.193850 reverse: False
210 x: 4.60 y: -1.77 velocity: 2.113143 reverse: False
211 x: 4.59 y: -1.80 velocity: 2.036285 reverse: False
212 x: 4.59 y: -1.84 velocity: 1.948915 reverse: False
213 x: 4.58 y: -1.87 velocity: 1.973394 reverse: False
214 x: 4.57 y: -1.91 velocity: 1.885033 reverse: False
215 x: 4.56 y: -1.95 velocity: 1.813139 reverse: False
216 x: 4.55 y: -1.98 velocity: 1.821591 reverse: False
217 x: 4.53 y: -2.02 velocity: 1.726609 reverse: False
218 x: 4.52 y: -2.05 velocity: 2.097101 reverse: False
219 x: 4.51 y: -2.08 velocity: 2.108288 reverse: False
220 x: 4.49 y: -2.11 velocity: 2.026884 reverse: False
221 x: 4.48 y: -2.14 velocity: 1.949143 reverse: False
222 x: 4.46 y: -2.18 velocity: 1.861172 reverse: False
223 x: 4.45 y: -2.21 velocity: 1.769024 reverse: False
224 x: 4.43 y: -2.24 velocity: 1.671459 reverse: False
225 x: 4.41 y: -2.27 velocity: 1.832012 reverse: False
226 x: 4.39 y: -2.31 velocity: 2.413286 reverse: False
227 x: 4.37 y: -2.34 velocity: 2.341799 reverse: False
228 x: 4.35 y: -2.37 velocity: 2.268608 reverse: False
229 x: 4.33 y: -2.40 velocity: 2.192921 reverse: False
230 x: 4.31 y: -2.43 velocity: 2.114523 reverse: False
231 x: 4.29 y: -2.46 velocity: 2.164780 reverse: False
232 x: 4.27 y: -2.48 velocity: 2.099130 reverse: False
233 x: 4.24 y: -2.51 velocity: 2.138428 reverse: False
234 x: 4.22 y: -2.54 velocity: 2.058145 reverse: False
235 x: 4.19 y: -2.57 velocity: 1.974762 reverse: False
236 x: 4.17 y: -2.59 velocity: 1.902650 reverse: False
237 x: 4.15 y: -2.62 velocity: 2.208724 reverse: False
238 x: 4.12 y: -2.65 velocity: 2.130990 reverse: False
239 x: 4.10 y: -2.67 velocity: 2.050439 reverse: False
240 x: 4.07 y: -2.70 velocity: 1.980868 reverse: False
241 x: 4.05 y: -2.72 velocity: 2.466748 reverse: False
242 x: 4.02 y: -2.75 velocity: 2.397274 reverse: False
243 x: 3.99 y: -2.77 velocity: 2.338134 reverse: False
244 x: 3.96 y: -2.79 velocity: 2.265024 reverse: False
245 x: 3.93 y: -2.81 velocity: 2.189428 reverse: False
246 x: 3.91 y: -2.84 velocity: 2.111113 reverse: False
247 x: 3.88 y: -2.85 velocity: 2.043798 reverse: False
248 x: 3.85 y: -2.88 velocity: 1.959789 reverse: False
249 x: 3.82 y: -2.90 velocity: 1.872189 reverse: False
250 x: 3.79 y: -2.92 velocity: 2.350770 reverse: False
251 x: 3.76 y: -2.93 velocity: 2.290578 reverse: False
252 x: 3.73 y: -2.95 velocity: 2.216289 reverse: False
253 x: 3.70 y: -2.97 velocity: 2.139574 reverse: False
254 x: 3.66 y: -2.99 velocity: 2.103358 reverse: False
255 x: 3.63 y: -3.01 velocity: 2.022231 reverse: False
256 x: 3.60 y: -3.02 velocity: 2.008100 reverse: False
257 x: 3.56 y: -3.04 velocity: 1.922839 reverse: False
258 x: 3.53 y: -3.05 velocity: 1.833737 reverse: False
259 x: 3.50 y: -3.07 velocity: 2.175988 reverse: False
260 x: 3.46 y: -3.08 velocity: 2.386949 reverse: False
261 x: 3.43 y: -3.09 velocity: 2.315132 reverse: False
262 x: 3.39 y: -3.11 velocity: 2.240884 reverse: False
263 x: 3.35 y: -3.12 velocity: 2.164060 reverse: False
264 x: 3.32 y: -3.13 velocity: 2.084439 reverse: False
265 x: 3.28 y: -3.14 velocity: 2.349017 reverse: False
266 x: 3.25 y: -3.15 velocity: 2.275987 reverse: False
267 x: 3.21 y: -3.16 velocity: 2.200278 reverse: False
268 x: 3.18 y: -3.17 velocity: 2.583111 reverse: False
269 x: 3.14 y: -3.17 velocity: 2.522107 reverse: False
270 x: 3.10 y: -3.18 velocity: 2.454096 reverse: False
271 x: 3.07 y: -3.19 velocity: 2.473765 reverse: False
272 x: 3.03 y: -3.19 velocity: 2.404240 reverse: False
273 x: 2.99 y: -3.20 velocity: 2.332633 reverse: False
274 x: 2.95 y: -3.20 velocity: 2.258683 reverse: False
275 x: 2.92 y: -3.20 velocity: 2.182117 reverse: False
276 x: 2.88 y: -3.21 velocity: 2.102876 reverse: False
277 x: 2.84 y: -3.21 velocity: 2.208056 reverse: False
278 x: 2.80 y: -3.21 velocity: 2.126618 reverse: False
279 x: 2.77 y: -3.22 velocity: 2.681004 reverse: False
280 x: 2.73 y: -3.22 velocity: 2.615158 reverse: False
281 x: 2.69 y: -3.22 velocity: 2.547552 reverse: False
282 x: 2.65 y: -3.23 velocity: 2.477925 reverse: False
283 x: 2.61 y: -3.23 velocity: 2.406272 reverse: False
284 x: 2.57 y: -3.23 velocity: 3.137471 reverse: False
285 x: 2.53 y: -3.23 velocity: 3.081335 reverse: False
286 x: 2.50 y: -3.23 velocity: 3.024164 reverse: False
287 x: 2.46 y: -3.23 velocity: 2.966008 reverse: False
288 x: 2.42 y: -3.23 velocity: 2.906662 reverse: False
289 x: 2.38 y: -3.23 velocity: 2.845987 reverse: False
290 x: 2.34 y: -3.23 velocity: 2.838221 reverse: False
291 x: 2.31 y: -3.23 velocity: 2.786408 reverse: False
292 x: 2.27 y: -3.23 velocity: 2.722788 reverse: False
293 x: 2.23 y: -3.23 velocity: 2.657390 reverse: False
294 x: 2.19 y: -3.23 velocity: 2.589981 reverse: False
295 x: 2.15 y: -3.22 velocity: 2.953604 reverse: False
296 x: 2.11 y: -3.22 velocity: 2.892935 reverse: False
297 x: 2.07 y: -3.22 velocity: 2.825703 reverse: False
298 x: 2.03 y: -3.22 velocity: 2.761451 reverse: False
299 x: 1.99 y: -3.21 velocity: 2.695510 reverse: False
300 x: 1.95 y: -3.21 velocity: 2.633623 reverse: False
301 x: 1.92 y: -3.21 velocity: 2.581724 reverse: False
302 x: 1.89 y: -3.21 velocity: 2.528311 reverse: False
303 x: 1.86 y: -3.21 velocity: 2.920865 reverse: False
304 x: 1.83 y: -3.21 velocity: 2.873596 reverse: False
305 x: 1.80 y: -3.20 velocity: 2.825536 reverse: False
306 x: 1.77 y: -3.20 velocity: 2.776639 reverse: False
307 x: 1.73 y: -3.20 velocity: 2.715682 reverse: False
308 x: 1.70 y: -3.20 velocity: 2.664799 reverse: False
309 x: 1.67 y: -3.20 velocity: 2.612933 reverse: False
310 x: 1.64 y: -3.20 velocity: 2.559982 reverse: False
311 x: 1.61 y: -3.20 velocity: 2.505882 reverse: False
312 x: 1.58 y: -3.20 velocity: 2.450504 reverse: False
313 x: 1.55 y: -3.20 velocity: 2.393516 reverse: False
314 x: 1.51 y: -3.20 velocity: 2.322002 reverse: False
315 x: 1.48 y: -3.20 velocity: 2.261868 reverse: False
316 x: 1.45 y: -3.20 velocity: 2.200092 reverse: False
317 x: 1.42 y: -3.20 velocity: 2.122100 reverse: False
318 x: 1.38 y: -3.20 velocity: 2.056062 reverse: False
319 x: 1.35 y: -3.20 velocity: 1.987867 reverse: False
320 x: 1.32 y: -3.20 velocity: 1.917882 reverse: False
321 x: 1.29 y: -3.20 velocity: 1.828780 reverse: False
322 x: 1.26 y: -3.20 velocity: 1.752449 reverse: False
323 x: 1.23 y: -3.20 velocity: 1.672753 reverse: False
324 x: 1.19 y: -3.20 velocity: 1.572081 reverse: False
325 x: 1.15 y: -3.20 velocity: 1.454892 reverse: False
326 x: 1.11 y: -3.21 velocity: 2.380957 reverse: False
327 x: 1.07 y: -3.21 velocity: 2.304962 reverse: False
328 x: 1.04 y: -3.22 velocity: 2.233140 reverse: False
329 x: 1.00 y: -3.22 velocity: 2.152189 reverse: False
330 x: 0.96 y: -3.23 velocity: 2.304602 reverse: False
331 x: 0.92 y: -3.23 velocity: 2.225998 reverse: False
332 x: 0.89 y: -3.24 velocity: 2.502949 reverse: False
333 x: 0.85 y: -3.25 velocity: 2.430745 reverse: False
334 x: 0.82 y: -3.25 velocity: 2.455339 reverse: False
335 x: 0.78 y: -3.26 velocity: 2.387913 reverse: False
336 x: 0.75 y: -3.27 velocity: 2.318582 reverse: False
337 x: 0.71 y: -3.28 velocity: 2.247217 reverse: False
338 x: 0.68 y: -3.29 velocity: 2.173462 reverse: False
